Day,Room No,00-02,02-04,04-06,06-08,08-10,10-12,12-14,14-16,16-18,18-20,20-22,22-24,Total Energy (kWh)
27,1,0.09218566851029161,0.15615831046064352,0.0763243016919969,0.19863762530833246,0.42444611824597117,0.26195662448109397,0.3748013268648513,0.1361050864798864,0.3051824450822484,0.6409342998456737,0.6525539239681085,0.7054992142369797,4.024784945176077
27,2,0.19847037416466703,0.11012871754719959,0.16278852076370615,0.1644955633571707,0.42872048407528407,0.37120982363458466,0.1882163430684231,0.20470754713845443,0.32699001015767654,0.5719808953821739,0.8925337844213892,0.8098730644172086,4.430115128127938
27,3,0.14978716371317652,0.1023723374340594,0.19809024475571518,0.15588119269271059,0.29955386638034937,0.43066547434116703,0.20036035921346146,0.22102712247758072,0.3867873160968826,0.754836050420083,0.7696882232578831,0.9781504985442535,4.647199849327323
27,4,0.05664603005500943,0.16464275542620477,0.13891876693559538,0.15254899402604266,0.47476552226062346,0.42262141997174046,0.32815555412969444,0.1560205064110059,0.39545435043294125,0.6701363988698215,0.9413819362673692,0.42262271864418066,4.323914953430229
27,5,0.0902529221087595,0.13980511347513208,0.07088730307056662,0.18194739376724015,0.32851599813222815,0.2852060762896417,0.378010474073203,0.2538461831158669,0.34021719310607884,0.6492969449191407,0.6972609068543757,0.7322649597219415,4.147511468634175
27,6,0.1453274350266596,0.1851837447298043,0.1222677382920968,0.1582210880354878,0.24312560114452156,0.2784474560091939,0.27490731665267965,0.11958349199537707,0.36050608607741125,0.9770852539797521,0.7080576421504262,0.867957907597274,4.440670761690685
27,7,0.15504654550640065,0.1764544992401043,0.1261185066376491,0.18184094352344887,0.345182889449483,0.2873062694638539,0.2604245612222076,0.20598125448727728,0.29179005815639586,0.5756047343191659,0.9504545217550858,0.8578065424519976,4.41401132621307
27,8,0.1893228586795389,0.14518147653691604,0.09324877882524642,0.17566623324297637,0.38928525575543105,0.33371134619200493,0.20417548410500505,0.11706568464508316,0.2525285406592098,0.9576476732537611,0.43870181845753375,0.5037722746537574,3.800307425006464
27,9,0.08868299466793099,0.11124787317253884,0.19662049390843467,0.10054231528266236,0.2776580329039509,0.27507029793508986,0.1685434720741689,0.11319868648821192,0.3454657372301379,0.6276745267631072,0.9336596848219072,0.48885215207249766,3.7272162673206384
27,10,0.1539939197072423,0.11187015991208359,0.14556572300180462,0.1344153943565597,0.4958681861543643,0.4726480082490916,0.27583708537971274,0.14608363528147622,0.3430506530946133,0.6146061772443869,0.5418405683374433,0.48356240843450016,3.9193419191532786
27,11,0.13606134664763056,0.15624367075004952,0.12267297338990954,0.19332751805226736,0.48075585238332974,0.475042311807334,0.37799402906291635,0.27052323984816506,0.387367009175934,0.6074147538492354,0.4932193672082092,0.7983472080329059,4.498969280207887
27,12,0.11736555111369731,0.17139521522750056,0.1326072820314194,0.14787308634154017,0.3381400526855722,0.30840732200457577,0.2915068613392953,0.260370345376251,0.3545666170081307,0.5285103845152996,0.8531157330157295,0.9521255198393419,4.4559839704983535
27,13,0.05276505358099727,0.1037960948860842,0.07954992884237333,0.12268492766954366,0.49546232899543396,0.4917733461058079,0.12735798697600192,0.3223583650224272,0.19501729874963492,0.42587836212832986,0.6896654478768574,0.7133851317938629,3.8196942726273546
27,14,0.1703473096107738,0.06638250265934525,0.14153338940014396,0.1251631517820297,0.49375939657979523,0.42421762599170315,0.16674301075777384,0.15848007643637899,0.3140344247330441,0.7854261973330496,0.4197298365012728,0.4928856857539964,3.758702607539307
27,15,0.138136030662983,0.13605767386331777,0.1261361593036677,0.12253393985230025,0.3860496528380354,0.2675094079821232,0.1702974931155948,0.1549593447620355,0.2905919949972171,0.9809636672826343,0.5345317724612827,0.8053091393688137,4.1130762764900055
