Day,Room No,00-02,02-04,04-06,06-08,08-10,10-12,12-14,14-16,16-18,18-20,20-22,22-24,Total Energy (kWh)
6,1,0.20359790983094916,0.35240543503892835,0.14563687193165104,0.11314132220999598,0.8365188095608711,0.45857781052622476,0.3031084474580344,0.7325537651219811,0.5224084777446756,1.9255306891531754,1.1054747384897856,1.4246718309536681,8.123626108019941
6,2,0.3900517062388342,0.15745070881254997,0.2734214255998229,0.3613059582127763,0.99117001355425,0.5885764982370965,0.24331421776981518,0.5488147190286571,0.6147464417137835,1.4892861014118022,1.1721534797845268,0.9716450211032996,7.801936291467214
6,3,0.25770432963575735,0.3181143160920618,0.36942774305093357,0.12844313744971383,0.5158354946442861,0.8588494183163434,0.41536908891092295,0.5573456807201782,0.39597285703741775,1.457313369309251,1.0836882351287604,1.7450279076555244,8.103091577951151
6,4,0.28954870338606237,0.15689369442869094,0.11047741945852378,0.2084952598788824,0.8744601709487452,0.44893310372769696,0.7068460352998751,0.24187357623962058,0.4305856974124211,1.7196068121607455,1.3699213395380916,0.9338719890199978,7.491513801499353
6,5,0.2799411071459621,0.11420084302188288,0.16910171869850701,0.2676802395297848,0.9273366237215264,0.8990502634067893,0.35906537857133547,0.4391694211350452,0.4337993056009415,1.1817783889698417,1.938168272734995,1.9974552660334188,9.00674682857003
6,6,0.3847364099235185,0.35036596091936467,0.38680235843622174,0.3125076435016535,0.5720952128031199,0.9552971458078624,0.4917602322519448,0.6817283780385134,0.5953835339462594,1.5855795065247464,1.9578125896621323,1.7829498297901896,10.057018801605526
6,7,0.14991067854974857,0.34493115055012064,0.14662042709129386,0.35713286668203625,0.8980533370637357,0.46268473693847423,0.38809451629346386,0.7433620694675416,0.7683031093091761,0.988507562480232,0.989918115098341,1.7352022769941895,7.972720846518353
6,8,0.2578704376790417,0.33897844932042176,0.15917961596455213,0.2169407663000612,0.9516662971144164,0.6159698190087249,0.5981046763175383,0.3464615991336774,0.3353063211758741,1.5674301588857185,1.702992174791629,0.9182357057224935,8.009136021414148
6,9,0.19806780776095623,0.3268223537358361,0.3325833772852184,0.363088928808483,0.7716580145488433,0.6845459116320725,0.5797375695387087,0.5135229209857665,0.36669739057845635,0.8574406647022803,1.0796845176346337,1.2434408696339578,7.317290326845213
6,10,0.10894296369702172,0.35477400666813025,0.3212348212371854,0.2752344409792044,0.7562718560674476,0.7411193599244094,0.4679222136195234,0.4398882544272178,0.37122398037176946,1.2420536728197733,1.5092127807238762,1.093895367264546,7.681773717800105
6,11,0.25349902972134697,0.27137521846527607,0.21532761535149045,0.272969894613005,0.4775759088982832,0.7862721074993247,0.5234389820698835,0.5617511884750418,0.45046404914268146,1.9157345057441517,1.6847360336869885,1.7705153225221122,9.183659856189585
6,12,0.27520048041063283,0.23632063341195353,0.28590243640671675,0.35793238929993876,0.799914310500736,0.6576874505167998,0.5554897007165027,0.6809486978596215,0.7727881783900743,1.3738755696961444,1.2158095159085378,1.972112784609555,9.183982147727214
6,13,0.14294673880972888,0.2659351241866066,0.21633397671172222,0.2005810182066104,0.8753255946494288,0.9291348574716507,0.7464585652691733,0.6646117892276461,0.7675036257926539,0.9010040348708415,1.8705520743267756,1.055102073186119,8.635489472708956
6,14,0.28974083588490934,0.3219921859121014,0.35121712957424855,0.23007072175636145,0.5237086966307012,0.4280097225498421,0.2363919014177422,0.5239394332010138,0.558258881392829,1.1794157660138465,0.9302608771673002,1.4793961264017694,7.052402277902665
6,15,0.15334685550540555,0.20802968756926823,0.3635186142406181,0.2641607100573786,0.6132993061396789,0.4857470567414864,0.3038293281146388,0.6038892905798164,0.5680828163567607,1.9210858964602349,1.807193274141833,1.4997753127614517,8.791958148668572
