Day,Room No,00-02,02-04,04-06,06-08,08-10,10-12,12-14,14-16,16-18,18-20,20-22,22-24,Total Energy (kWh)
9,1,0.11605985181894006,0.17162743824817595,0.16114134912590208,0.17410899393397775,0.4700665666438426,0.25203449521436133,0.3414829201435893,0.3057672887689178,0.19396004195861224,0.7668405365107576,0.4438694082959671,0.6407133408764383,4.037672231539482
9,2,0.1536778354362689,0.05583637258941269,0.15739680354760702,0.09708200652351033,0.33438932597885307,0.24172327900202173,0.1188874043511536,0.22459264574773055,0.3541035761467581,0.8310984157771861,0.9852876682853234,0.6632993881065299,4.217374721492355
9,3,0.16274213797439532,0.13164411341388393,0.11219870570629137,0.16335100737483665,0.30787493642544433,0.4839368702282414,0.19293315346377088,0.1730260327232039,0.12182910664555488,0.5017222803563889,0.5959292864344541,0.9991825798170867,3.9463702105635523
9,4,0.07012333137994821,0.11684846244826903,0.08636839957415465,0.10644543499583048,0.4211318614961394,0.20475930254793365,0.3932005947660625,0.14962392868131225,0.39880297007573146,0.9864874044364043,0.5950696860626985,0.49313278082188283,4.021994157286367
9,5,0.0723085801778839,0.1545103692547726,0.08553829010468549,0.18707558314616626,0.40080283187836885,0.48328351666746705,0.3676308604790036,0.18474617784570835,0.3504186746552204,0.46336068218566917,0.6839005033861393,0.6716746909616506,4.105250760742735
9,6,0.16802355381947437,0.10411318882215612,0.056386755448901725,0.09558589894067136,0.35597581286291796,0.3976015567626931,0.24083285348256547,0.10259232912600762,0.13941286052732857,0.7059268205567512,0.7073143961020156,0.5260853163501682,3.599851342801651
9,7,0.12826567464812572,0.17966814976739426,0.09952888801936896,0.18027480015153224,0.25359611878025407,0.3627072985570107,0.16070887628412125,0.20541212051603083,0.33096033896642313,0.547549687778897,0.6860098164224883,0.8514214537840661,3.9861032236757126
9,8,0.15367046458499142,0.12759619922709256,0.0796755356658949,0.12091879500689497,0.2923739002945612,0.2990942952656405,0.1797770343396531,0.1010133920226315,0.17159850178667013,0.9842532758637966,0.6425960151875508,0.5103960245107207,3.6629634337560986
9,9,0.058271813471832946,0.15953211950396232,0.09114280063795464,0.16682326532678687,0.4821943518913552,0.4610552266281725,0.2999192971631033,0.20563029341342381,0.2904086761627086,0.8987731226555212,0.5512385040054548,0.9510745072738639,4.61606397813414
9,10,0.19295913652609334,0.11187276537292683,0.16270888378066412,0.13980186809904893,0.40231338325232957,0.31380852682776345,0.2270499101365812,0.1456278383848142,0.1773985221991153,0.6265566554223808,0.6638686732068233,0.9861248906441716,4.150091053852712
9,11,0.11776652334056799,0.18219692933317824,0.1508606238220381,0.16836476218568133,0.4070905126565179,0.46416997854345865,0.10587349217838073,0.33815034522881715,0.16029700919531492,0.6362060408467798,0.7896294746956593,0.5311221234345672,4.0517278154609615
9,12,0.12890890897919496,0.0693174123180983,0.08345898157958727,0.060869223541713174,0.33480143009740515,0.3157656641342467,0.21118873510370456,0.3781865988097337,0.21952437581872325,0.8997148000524547,0.5254007774205576,0.4216248342598515,3.648761742115271
9,13,0.12356610662436834,0.11129174174066009,0.1834154202439589,0.15095324069812843,0.29677481868185407,0.47797410306697413,0.19919855343644682,0.10327374079174474,0.30847165382655284,0.7822835315031609,0.4948036263029218,0.997198683963026,4.2292052208797974
9,14,0.09122306657304032,0.10539228643738971,0.07960616561336134,0.10390347438495194,0.23265049891535522,0.4709053373410446,0.22638962226835885,0.3546919231200438,0.2915045485869398,0.5304469212851842,0.6098710289931956,0.9003034011647503,3.9968882746836156
9,15,0.17816417591143216,0.06297484217023298,0.13277950066839947,0.13663826621872566,0.4886549805760237,0.31717931883211464,0.29011767978072717,0.3976820935518628,0.3249232933132223,0.5705038125469282,0.6388329749143803,0.6207005363778301,4.159151474861879
