Day,Room No,00-02,02-04,04-06,06-08,08-10,10-12,12-14,14-16,16-18,18-20,20-22,22-24,Total Energy (kWh)
8,1,0.3940051761805886,0.39914632615850115,0.25574990732997344,0.3964054208151038,0.7020811620172375,0.6334223761973216,0.507421151358169,0.4092818884254314,0.5705104504329305,1.202507283094533,1.575964016730201,1.7524077366087443,8.798902895348736
8,2,0.33381100714306844,0.23424528068223385,0.310021431118189,0.13514691444083882,0.5317383346355358,0.44739051552817455,0.27594335593673125,0.7117850268416884,0.7100887415608799,1.3313275357373426,1.9349348418242984,0.8342910408239544,7.790724026272936
8,3,0.22444579265031106,0.2949689303287267,0.28598151973526126,0.11197183809872142,0.4755610950798966,0.9241579887406788,0.501119017147717,0.4342120460425079,0.20263272509862762,1.1380902730728057,1.1318727814633158,1.187843938402554,6.912857945861124
8,4,0.10819323866534208,0.19642623740919626,0.2667530466620411,0.3962819242079746,0.6069544103659344,0.9713874531470663,0.32843746507191685,0.5952674747322025,0.7294237688010577,0.8643414241303929,1.0518816843196488,1.7176945258350802,7.833042653347854
8,5,0.1943661638075837,0.39641360057568015,0.15401699932266194,0.1321013229279283,0.7581098115835069,0.9085762945298671,0.37238494045279774,0.2376337317017097,0.5604650277694129,1.3161046805287042,1.478112201063989,0.8645832640080781,7.372868038271919
8,6,0.27654628584118357,0.26280316943694537,0.3628556884956197,0.2524378384199679,0.8553749221368134,0.5187283391849589,0.7792535200152387,0.37886890255790723,0.6507902953774262,1.4495482707219065,0.9247457886123391,1.8923704964456043,8.604323517245911
8,7,0.3796582939735304,0.13301792429688397,0.2628057230821244,0.24511932264933212,0.5663579077239216,0.8395453951037487,0.49237616163093456,0.3748034852476122,0.5308222169368436,0.8372234797664063,1.6797850681142519,1.3686697091286193,7.710184687654209
8,8,0.284593265729926,0.2658639432853728,0.27092522035613475,0.30177039012558327,0.5471258151813698,0.5959826879777052,0.4900768528871799,0.5839721313128383,0.6900581953881366,1.6861681341257855,1.3129875439053267,1.5783690785787363,8.607893258854094
8,9,0.38042689834469845,0.18527238920884495,0.34041273220590934,0.31847180591958335,0.8823910001095059,0.9144976066907162,0.41433914546756934,0.6641114375970744,0.687440307501763,1.6127264049325893,1.4283719045338408,0.894737193437883,8.723198825949979
8,10,0.35761605767581706,0.14332931012897462,0.196594025937429,0.3572878876497998,0.5643352350042552,0.4033763348097842,0.4414597181247201,0.6027459676119903,0.4482406746310725,1.6109426995931533,1.870507204725838,1.9441117033018993,8.940546819194733
8,11,0.34250026443804693,0.38339177078344766,0.35742271590809976,0.2993770911802241,0.8904887969920287,0.7813827451257296,0.3851597015014756,0.7379403744529041,0.23080386329314928,0.9211879171964936,1.806587497479967,1.5562794905669313,8.692522228918497
8,12,0.2565198664510223,0.23303448025178852,0.13982593462407186,0.3367045268357154,0.7677123992604324,0.4744862517233476,0.508886725838056,0.5927091928509102,0.43736850706519104,1.2092963303970334,1.6980978840315233,1.2479092200679016,7.902551319396994
8,13,0.11037535541711734,0.22675525729762305,0.2951574418401299,0.2954832780829171,0.9260396671387383,0.9885230261658842,0.6225827092303304,0.5973545254417588,0.6755983539729544,1.741294340329568,1.4921994107824983,1.1059666614688564,9.077330027168376
8,14,0.2589782508707057,0.25342353486971503,0.18683605754738813,0.22073059380126936,0.473315200148143,0.8800165205345349,0.23633175684668248,0.26219829272484046,0.6028060079551869,0.898563840971126,1.9895364149005346,1.4514246890943485,7.714161160264475
8,15,0.29037188800140096,0.2258226204823863,0.3531139126535029,0.19398453575324337,0.9988321797945454,0.4912304207722075,0.5168502019592138,0.3688392144975557,0.2682400181105198,0.8546857389573072,1.8414564564598952,1.7204206366249533,8.123847824066731
